rodent_survey_id,site_id,start_date,end_date,quadrat,weather,notes,num_traps
386,17,1999-08-03,1999-08-06,2,NA,NA,49
387,14,1999-07-15,1999-07-18,1,NA,NA,144
388,14,1999-07-15,1999-07-18,2,NA,NA,49
389,19,2000-07-04,2000-07-05,1,NA,NA,49
390,8,1998-07-29,1998-07-30,1,NA,NA,49
391,19,1999-06-15,1999-06-16,1,NA,NA,49
392,19,1999-06-15,1999-06-16,2,NA,NA,49
393,18,1999-06-21,1999-06-22,1,NA,NA,49
394,18,1999-06-21,1999-06-22,2,NA,NA,49
395,2,1999-06-24,1999-06-25,1,NA,NA,49
396,2,1999-06-24,1999-06-25,2,NA,NA,49
397,19,2000-07-04,2000-07-05,2,NA,NA,49
398,11,2000-07-04,2000-07-05,1,NA,NA,49
399,18,2000-07-06,2000-07-07,1,NA,NA,49
400,18,2000-07-06,2000-07-07,2,NA,NA,49
401,15,2000-07-06,2000-07-07,1,NA,NA,49
402,15,2000-07-06,2000-07-07,2,NA,NA,49
403,1,2000-07-11,2000-07-12,1,NA,NA,49
404,1,2000-07-11,2000-07-12,2,NA,NA,49
405,14,2000-07-12,2000-07-13,1,NA,NA,49
406,14,2000-07-12,2000-07-13,2,NA,NA,49
407,7,2000-07-14,2000-07-15,1,night 1 overcast,NA,49
408,7,2000-07-14,2000-07-15,2,NA,NA,49
409,6,2000-07-14,2000-07-15,1,night 1 overcast,NA,49
410,6,2000-07-14,2000-07-15,2,NA,NA,49
411,2,2000-07-25,2000-07-26,1,NA,NA,49
412,2,2000-07-25,2000-07-26,2,NA,NA,49
413,4,2000-07-26,2000-07-27,1,NA,NA,49
414,4,2000-07-26,2000-07-27,2,NA,NA,49
416,13,2000-07-27,2000-07-28,1,NA,NA,49
417,13,2000-07-27,2000-07-28,2,NA,NA,49
418,10,2000-07-29,2000-07-30,1,NA,NA,49
419,10,2000-07-29,2000-07-30,2,NA,NA,49
420,17,2000-07-30,2000-07-31,1,NA,NA,49
421,17,2000-07-30,2000-07-31,2,NA,NA,49
422,16,2000-08-01,2000-08-03,1,"one night skipped, heavy rain (.80"") evening of 8-1-00",NA,49
423,16,2000-08-01,2000-08-03,2,"1 night skipped, heavy rain (.80"") evening of 8-1-00",NA,49
424,8,2000-08-02,2000-08-03,1,NA,NA,49
425,20,2000-07-18,2000-07-20,1,NA,1 night skipped,49
426,20,2000-07-18,2000-07-20,2,1 night skipped,NA,49
427,20,2001-07-03,2001-07-04,1,NA,NA,49
428,20,2001-07-03,2001-07-04,2,NA,NA,49
429,6,2001-07-11,2001-07-12,1,NA,NA,49
430,6,2001-07-11,2001-07-12,2,NA,NA,49
431,7,2001-07-11,2001-07-12,1,NA,NA,49
432,7,2001-07-11,2001-07-12,2,NA,NA,49
433,19,2001-07-13,2001-07-14,1,NA,NA,49
434,19,2001-07-13,2001-07-14,2,NA,NA,49
435,2,2001-07-15,2001-07-16,1,NA,NA,49
436,2,2001-07-15,2001-07-16,2,NA,NA,49
437,1,2001-07-15,2001-07-16,1,NA,NA,49
438,1,2001-07-15,2001-07-16,2,NA,NA,49
439,16,2001-07-18,2001-07-19,1,NA,NA,49
440,16,2001-07-18,2001-07-19,2,NA,NA,49
441,4,2001-07-13,2001-07-14,1,NA,NA,49
442,4,2001-07-13,2001-07-14,2,NA,NA,49
443,15,2001-07-21,2001-07-22,1,NA,NA,49
444,15,2001-07-21,2001-07-22,2,NA,NA,49
445,11,2001-07-24,2001-07-25,1,NA,NA,49
446,10,2001-07-20,2001-07-21,1,NA,NA,49
447,10,2001-07-20,2001-07-21,2,NA,NA,49
448,18,2001-07-24,2001-07-25,1,NA,NA,49
449,18,2001-07-24,2001-07-25,2,NA,NA,49
450,17,2001-07-31,2001-08-01,1,NA,NA,49
451,17,2001-07-31,2001-08-01,2,NA,NA,49
452,13,2001-08-02,2001-08-03,1,NA,NA,49
453,13,2001-08-02,2001-08-03,2,NA,NA,49
454,14,2001-07-01,2001-07-02,1,NA,NA,49
455,14,2001-07-01,2001-07-02,2,NA,NA,49
456,8,2001-07-31,2001-08-01,1,NA,NA,49
457,1,2002-07-03,2002-07-04,1,NA,NA,49
458,1,2002-07-03,2002-07-04,2,NA,NA,49
459,18,2002-07-03,2002-07-04,1,NA,NA,49
460,18,2002-07-03,2002-07-04,2,NA,NA,49
461,4,2002-07-06,2002-07-07,1,NA,NA,49
462,4,2002-07-06,2002-07-07,2,NA,NA,49
463,15,2002-07-09,2002-07-10,1,NA,NA,49
464,15,2002-07-09,2002-07-10,2,NA,NA,49
465,8,2002-07-09,2002-07-10,1,NA,NA,49
466,14,2002-07-11,2002-07-12,1,NA,NA,49
467,14,2002-07-11,2002-07-12,2,many traps sprung or laying on side from wind on 7-11-02,NA,49
469,2,2002-07-12,2002-07-13,1,NA,NA,49
470,2,2002-07-12,2002-07-13,2,NA,NA,49
471,7,2002-07-15,2002-07-16,1,NA,NA,49
472,7,2002-07-15,2002-07-16,2,NA,NA,49
473,6,2002-07-15,2002-07-16,1,NA,NA,49
474,6,2002-07-15,2002-07-16,2,NA,NA,49
475,20,2002-07-17,2002-07-18,1,NA,NA,49
476,20,2002-07-17,2002-07-18,2,NA,NA,49
478,10,2002-07-17,2002-07-18,1,NA,NA,49
479,10,2002-07-17,2002-07-18,2,NA,NA,49
480,11,2002-07-20,2002-07-21,1,NA,NA,49
481,19,2002-07-28,2002-07-29,1,NA,NA,49
482,19,2002-07-28,2002-07-29,2,NA,NA,49
483,16,2002-07-24,2002-07-25,1,monsoon activity & overcact night of 7-23,NA,49
484,16,2002-07-24,2002-07-25,2,monsoon activity & overcast night of 7-23,NA,49
485,13,2002-07-26,2002-07-27,1,NA,NA,49
486,13,2002-07-26,2002-07-27,2,NA,NA,49
487,6,2003-07-23,2003-07-24,1,NA,NA,49
488,6,2003-07-23,2003-07-24,2,NA,NA,49
489,6,2004-07-15,2004-07-16,1,NA,NA,49
490,6,2004-07-15,2004-07-16,2,NA,NA,49
491,7,2003-07-23,2003-07-24,1,NA,NA,49
492,7,2003-07-23,2003-07-24,2,NA,NA,49
493,7,2004-07-15,2004-07-16,1,NA,NA,49
494,7,2004-07-15,2004-07-16,2,NA,NA,49
495,10,2003-07-30,2003-07-31,1,NA,NA,49
496,10,2003-07-30,2003-07-31,2,NA,NA,49
497,10,2004-07-23,2004-07-24,1,NA,NA,49
498,10,2004-07-23,2004-07-24,2,NA,NA,49
499,8,2003-08-05,2003-08-06,1,NA,NA,49
500,8,2004-08-11,2004-08-12,1,NA,NA,49
502,13,2003-07-10,2003-07-11,1,NA,NA,49
503,13,2003-07-10,2003-07-11,2,NA,NA,49
504,19,2003-07-11,2003-07-12,1,NA,NA,49
505,19,2003-07-11,2003-07-12,2,NA,NA,49
506,14,2003-07-13,2003-07-14,1,NA,NA,49
507,14,2003-07-13,2003-07-14,2,NA,NA,49
508,1,2003-07-15,2003-07-16,1,NA,NA,49
509,1,2003-07-15,2003-07-16,2,NA,NA,49
510,18,2003-07-15,2003-07-16,1,NA,NA,49
511,18,2003-07-15,2003-07-16,2,NA,NA,49
512,4,2003-07-19,2003-07-20,1,NA,NA,49
513,4,2003-07-19,2003-07-20,2,NA,NA,49
514,20,2003-07-21,2003-07-22,1,NA,NA,49
515,20,2003-07-21,2003-07-22,2,NA,NA,49
517,11,2003-07-25,2003-07-26,1,NA,NA,49
518,17,2003-07-26,2003-07-27,1,NA,NA,49
519,17,2003-07-26,2003-07-27,2,NA,NA,49
520,16,2003-07-28,2003-07-29,1,NA,NA,49
521,16,2003-07-28,2003-07-29,2,NA,NA,49
522,2,2003-08-08,2003-08-09,1,NA,NA,49
523,2,2003-08-08,2003-08-09,2,NA,NA,49
524,4,2004-08-03,2004-08-04,1,NA,NA,49
525,4,2004-08-03,2004-08-04,2,NA,NA,49
526,11,2004-08-04,2004-08-05,1,NA,NA,49
527,13,2004-08-05,2004-08-06,1,NA,Sight is loaded with ants.,49
528,13,2004-08-05,2004-08-06,2,NA,NA,49
529,17,2004-08-03,2004-08-04,1,NA,NA,49
530,17,2004-08-03,2004-08-04,2,NA,NA,49
532,2,2004-07-06,2004-07-07,1,NA,NA,49
533,2,2004-07-06,2004-07-07,2,NA,NA,49
534,15,2004-07-07,2004-07-08,1,NA,NA,49
535,15,2004-07-07,2004-07-08,2,NA,"Traps in gully:  A4, A5, B5, B6",49
536,1,2004-07-13,2004-07-14,1,NA,NA,49
537,1,2004-07-13,2004-07-14,2,NA,NA,49
538,18,2004-07-13,2004-07-14,1,NA,NA,49
539,18,2004-07-13,2004-07-14,2,NA,NA,49
540,19,2004-07-18,2004-07-19,1,NA,NA,49
541,19,2004-07-18,2004-07-19,2,NA,NA,49
542,20,2004-07-19,2004-07-20,1,NA,NA,49
543,20,2004-07-19,2004-07-20,2,NA,NA,49
544,14,2004-07-28,2004-07-29,1,NA,NA,49
545,14,2004-07-28,2004-07-29,2,NA,NA,49
546,16,2004-07-30,2004-07-31,1,NA,NA,49
547,16,2004-07-30,2004-07-31,2,NA,NA,49
548,1,2005-06-29,2005-06-30,1,NA,"6/29: Sprung: B5, E5",49
549,1,2005-06-29,2005-06-30,2,NA,6/30: Sprung: E7,49
550,18,2005-06-29,2005-06-30,1,NA,Channel at path: Kinosternon 10R11R8L Ad M; Kinosternon unmarked Ad F; +2  swimming/pond/boat launch,49
551,18,2005-06-29,2005-06-30,2,NA,6/30: Sprung: D7,49
552,14,2005-07-01,2005-07-02,1,NA,7/1: B7 Sprung; Cottontail in G3,49
553,14,2005-07-01,2005-07-02,2,NA,7/1: E1 Sprung,49
555,15,2005-07-01,2005-07-02,1,"100% Schismus cover; sev well-estab'd UDA trails crossing traps in gullly: B7, C7","7/2 Sprung: G6, G4, G3, F4, D4, A4, B4",49
556,15,2005-07-01,2005-07-02,2,NOTES: ATV tracks on south end,"7/2: E3 sprung; traps in gully: A4, A5, B7, B5, B5",49
557,7,2005-07-06,2005-07-07,1,NA,7/6: C2 sprung,49
558,7,2005-07-06,2005-07-07,2,NA,7/7: A4 sprung,49
559,6,2005-07-06,2005-07-07,1,NA,7/7: A1 sprung,49
560,6,2005-07-06,2005-07-07,2,NA,"7/6: E2, C7 sprung",49
561,4,2005-07-12,2005-07-13,1,NA,"7/12: D2 sprung      7/13: C7, G2 sprung",49
562,4,2005-07-12,2005-07-13,2,NA,"7/12: F1, B2 sprung    7/12: Rabbit in B7",49
563,2,2005-07-12,2005-07-13,1,NA,7/12: A5 sprung,49
564,2,2005-07-12,2005-07-13,2,NA,7/13: B7 sprung,49
566,13,2005-07-14,2005-07-15,1,NA,7/14: Whipsnake near E7 even mix pink on black ~3.5 ft,49
567,13,2005-07-14,2005-07-15,2,NA,7/14: D5 sprung,49
568,19,2005-07-19,2005-07-20,1,"High winds last night (monsoon, no rain)","7/19: A2. B2, C3, G7, G2 sprung; 7/20: D1, G3 sprung; many traps on sides",49
569,19,2005-07-19,2005-07-20,2,NA,"7/19: A7, A3, B6 sprung",49
570,11,2005-07-21,2005-07-22,1,NA,NA,49
571,20,2005-07-21,2005-07-23,1,No 7/22-rain; lg gap(wash)between 4&5 lines,"7/21: F1,B5 sprung; 7/23: C7 sprung; stout atrox at D2 eve of 7/20/05",49
572,20,2005-07-21,2005-07-23,2,Skip 7/22/05 - Rain,NA,49
573,16,2005-07-24,2005-07-25,1,4/24: Mice are wet: rain last night after midnight,"7/24: C6, D2 sprung. 7/23: Flagellum DOR MP64.2 collected, Pituophis LOR MP57.1",49
574,16,2005-07-24,2005-07-25,2,"Very heavy flow in bosque wash from rain 7/21; prior rain 2.3""; 7/24-0.4""; k-rats like drowned rats",7/24: G7 stuck open. 7/25: D5 sprung; 7/24: Flagellum lg pink LOR MP 2.5 toward BW from Hwy 85,49
575,17,2005-07-26,2005-07-28,1,NA,Not set 7/27 (no help). Dip spectabilis(?) DOR collected 2.4 mi toward BW from CPNWR jct,49
576,17,2005-07-26,2005-07-28,2,NA,Not set 7/27 (no help); 7/26 Peniocereus greggi blooming this morning,49
578,10,2005-08-07,2005-08-10,1,2-night delay-heavy monsoon storms; site very wet on 8/9,"8/10: D6, E3, G5 (NEAL tail) , F7 sprung",49
579,10,2005-08-07,2005-08-10,2,2-night delay-heavy monsoon storms; site very wet on 8/9,8/7: A7-A4-B4-B7-C5-D2-D6-F1-F2-F6-F7-G5 sprung; 8/10: A1 (NEAL tail) B1-C3-E5 sprung,49
580,8,2005-08-13,2005-08-14,1,NA,8/13: B5-B4 sprung; 8/14: B3-E2-E7-F-6 sprung,49
584,6,2006-07-08,2006-07-09,1,NA,NA,49
585,6,2006-07-08,2006-07-09,2,NA,NA,49
586,7,2006-07-08,2006-07-09,1,NA,NA,49
587,7,2006-07-08,2006-07-09,2,NA,NA,49
588,20,2006-06-28,2006-06-29,1,NA,NA,49
589,20,2006-06-28,2006-06-29,2,NA,NA,49
591,4,2006-07-12,2006-07-13,1,NA,NA,49
592,4,2006-07-12,2006-07-13,2,NA,NA,49
593,1,2006-07-14,2006-07-15,1,NA,NA,49
594,1,2006-07-14,2006-07-15,2,NA,NA,49
595,18,2006-07-14,2006-07-15,1,NA,NA,49
596,18,2006-07-14,2006-07-15,2,NA,NA,49
597,15,2006-07-19,2006-07-20,1,NA,NA,49
598,15,2006-07-19,2006-07-20,2,NA,NA,49
599,10,2006-07-20,2006-07-21,1,NA,NA,49
600,10,2006-07-20,2006-07-21,2,NA,NA,49
601,19,2006-07-21,2006-07-22,1,NA,NA,49
602,19,2006-07-21,2006-07-22,2,NA,NA,49
603,2,2006-07-22,2006-07-23,1,NA,NA,49
604,2,2006-07-22,2006-07-23,2,NA,NA,49
605,14,2006-07-25,2006-07-26,1,NA,NA,49
606,14,2006-07-25,2006-07-26,2,NA,NA,49
607,11,2006-07-28,2006-07-29,1,NA,NA,49
608,8,2006-08-03,2006-08-04,1,NA,NA,49
609,16,2006-08-02,2006-08-03,1,NA,NA,49
610,16,2006-08-02,2006-08-03,2,NA,NA,49
611,17,2006-08-09,2006-08-10,1,NA,NA,49
612,17,2006-08-09,2006-08-10,2,NA,NA,49
613,13,2006-08-22,2006-08-23,1,NA,NA,49
614,13,2006-08-22,2006-08-23,2,NA,NA,49
616,10,2007-08-08,2007-08-09,1,NA,water flowing in canyon; vegetation very lush,49
